,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
7828,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,30.6
7829,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,22.5
7830,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,16.8
7831,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,13.5
7832,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.0
7833,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,36.0
7834,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.4
7835,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.4
7836,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,65.9
7837,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,49.6
7838,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.3
7839,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,59.7
7840,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.2
7841,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.3
7842,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.4
7843,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,24.2
7844,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,39.9
7845,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,36.3
7846,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,32.7
7847,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.9
7848,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.1
7849,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,62.9
7850,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.3
7851,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,38.5
7852,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.5
7853,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.8
7854,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,36.2
7855,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.5
7856,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.7
7857,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.9
7858,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,32.4
7859,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.0
7860,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.4
7861,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,34.5
7862,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.8
7863,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.9
7864,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.6
7865,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.3
7866,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.5
7867,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.4
7868,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.8
7869,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,39.3
7870,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.0
7871,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.4
7872,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,32.0
7873,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,30.3
7874,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,30.4
7875,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.3
7876,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,30.6
7877,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,26.3
7878,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.9
7879,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,36.4
7880,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,23.9
7881,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,30.6
7882,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,30.3
7883,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.6
7884,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,34.0
7885,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.8
7886,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,34.5
7887,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,38.1
7888,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.3
7889,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.5
7890,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.3
7891,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,32.7
7892,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.1
7893,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,41.7
7894,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,32.6
7895,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.7
7896,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.3
7897,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.0
7898,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.7
7899,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,34.2
7900,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,25.1
7901,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,31.7
7902,Symptoms of Depressive Disorder,National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.4
7903,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,38.1
7904,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.5
7905,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.8
7906,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.8
7907,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,15.2
7908,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.1
7909,Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.5
7910,Symptoms of Depressive Disorder,By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.2
7911,Symptoms of Depressive Disorder,By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.6
7912,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.6
7913,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.9
7914,Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,59.8
7915,Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,40.1
7916,Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.9
7917,Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,49.0
7918,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.9
7919,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.2
7920,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.9
7921,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.1
7922,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.6
7923,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,26.9
7924,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.0
7925,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.2
7926,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.6
7927,Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,51.6
7928,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.7
7929,Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.4
7930,Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.9
7931,Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.4
7932,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.6
7933,Symptoms of Depressive Disorder,By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.9
7934,Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.5
7935,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.7
7936,Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.2
7937,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.6
7938,Symptoms of Depressive Disorder,By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.6
7939,Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.6
7940,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.2
7941,Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.1
7942,Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.0
7943,Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.8
7944,Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.2
7945,Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.3
7946,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.4
7947,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,31.2
7948,Symptoms of Depressive Disorder,By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,15.5
7949,Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.6
7950,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.7
7951,Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.7
7952,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.6
7953,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.4
7954,Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.2
7955,Symptoms of Depressive Disorder,By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,16.6
7956,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.1
7957,Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.9
7958,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.3
7959,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.2
7960,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.3
7961,Symptoms of Depressive Disorder,By State,New York,New York,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.0
7962,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.0
7963,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.3
7964,Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,22.2
7965,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.7
7966,Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.0
7967,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.6
7968,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.7
7969,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,19.4
7970,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,10.6
7971,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.4
7972,Symptoms of Depressive Disorder,By State,Texas,Texas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.3
7973,Symptoms of Depressive Disorder,By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.0
7974,Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,27.1
7975,Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.7
7976,Symptoms of Depressive Disorder,By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.2
7977,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.6
7978,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,17.2
7979,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,21.5
7980,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.1
7981,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,43.6
7982,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,36.0
7983,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,31.9
7984,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.3
7985,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,18.9
7986,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,12.5
7987,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,13.8
7988,Symptoms of Anxiety Disorder,By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,24.5
7989,Symptoms of Anxiety Disorder,By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,31.5
7990,Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,23.9
7991,Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.8
7992,Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,61.8
7993,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,46.2
7994,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.4
7995,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,58.3
7996,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.5
7997,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.1
7998,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.6
7999,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,20.5
8000,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,35.4
